date,product_sku,product_name,category,transaction_type,quantity_change,location,day_of_week,month,quarter,year
2023-10-10,PRD-00463,Adhesive Variant 10,Consumables,DELIVERY,-15.0,Rack A,1,10,4,2023
2023-10-10,PRD-00340,Sensor Module Variant 20,Components,TRANSFER,-18.2,Rack A,1,10,4,2023
2023-10-10,PRD-00340,Sensor Module Variant 20,Components,TRANSFER,18.2,Rack B,1,10,4,2023
2023-10-11,PRD-00400,Cleaning Solution Variant 9,Consumables,DELIVERY,-87.6,Main Warehouse,2,10,4,2023
2023-10-11,PRD-00404,Cleaning Solution Variant 13,Consumables,DELIVERY,-35.0,Main Warehouse,2,10,4,2023
2023-10-12,PRD-00130,Widget Model A Variant 10,Finished Goods,RECEIPT,385.0,Production Floor 1,3,10,4,2023
2023-10-12,PRD-00219,Premium Widget Variant 19,Finished Goods,RECEIPT,317.0,Production Floor 1,3,10,4,2023
2023-10-12,PRD-00413,Cleaning Solution Variant 22,Consumables,RECEIPT,56.0,Production Floor 1,3,10,4,2023
2023-10-12,PRD-00084,Titanium Alloy Variant 9,Raw Materials,RECEIPT,484.0,Production Floor 1,3,10,4,2023
2023-10-12,PRD-00400,Cleaning Solution Variant 9,Consumables,RECEIPT,72.0,Production Floor 1,3,10,4,2023
2023-10-13,PRD-00300,Circuit Board Variant 20,Components,RECEIPT,212.0,Rack B,4,10,4,2023
2023-10-13,PRD-00239,Industrial Unit Variant 19,Finished Goods,RECEIPT,249.0,Rack B,4,10,4,2023
2023-10-13,PRD-00280,Bolt M8 Variant 20,Components,DELIVERY,-93.0,Main Warehouse,4,10,4,2023
2023-10-13,PRD-00222,Industrial Unit Variant 2,Finished Goods,DELIVERY,-43.0,Main Warehouse,4,10,4,2023
2023-10-14,PRD-00084,Titanium Alloy Variant 9,Raw Materials,DELIVERY,-50.0,Production Floor 1,5,10,4,2023
2023-10-14,PRD-00383,Lubricant Oil Variant 23,Consumables,DELIVERY,-60.6,Production Floor 1,5,10,4,2023
2023-10-14,PRD-00410,Cleaning Solution Variant 19,Consumables,DELIVERY,-19.11,Production Floor 1,5,10,4,2023
2023-10-15,PRD-00119,Stainless Steel Variant 14,Raw Materials,DELIVERY,-35.0,Rack A,6,10,4,2023
2023-10-15,PRD-00165,Assembly Unit X Variant 5,Finished Goods,DELIVERY,-86.0,Rack A,6,10,4,2023
2023-10-16,PRD-00400,Cleaning Solution Variant 9,Consumables,DELIVERY,-21.6,Production Floor 1,0,10,4,2023
2023-10-16,PRD-00013,Steel Rods Variant 13,Raw Materials,DELIVERY,-62.0,Production Floor 1,0,10,4,2023
2023-10-17,PRD-00406,Cleaning Solution Variant 15,Consumables,DELIVERY,-41.8337,Main Warehouse,1,10,4,2023
2023-10-18,PRD-00483,Adhesive Variant 30,Consumables,RECEIPT,350.0,Rack A,2,10,4,2023
2023-10-18,PRD-00102,Carbon Fiber Variant 12,Raw Materials,RECEIPT,78.0,Rack A,2,10,4,2023
2023-10-18,PRD-00076,Titanium Alloy,Raw Materials,RECEIPT,159.0,Rack A,2,10,4,2023
2023-10-19,PRD-00148,Widget Model B Variant 8,Finished Goods,DELIVERY,-54.9,Rack B,3,10,4,2023
2023-10-19,PRD-00396,Cleaning Solution Variant 5,Consumables,DELIVERY,-30.9,Rack B,3,10,4,2023
2023-10-19,PRD-00050,Plastic Pellets Variant 5,Raw Materials,DELIVERY,-20.0,Rack B,3,10,4,2023
2023-10-25,PRD-00169,Assembly Unit X Variant 9,Finished Goods,ADJUSTMENT,-3.0,Rack A,2,10,4,2023
2023-10-26,PRD-00439,Packaging Tape Variant 17,Consumables,RECEIPT,341.0,Main Warehouse,3,10,4,2023
2023-10-26,PRD-00296,Circuit Board Variant 16,Components,RECEIPT,166.0,Main Warehouse,3,10,4,2023
2023-10-26,PRD-00446,Packaging Tape Variant 24,Consumables,RECEIPT,227.0,Main Warehouse,3,10,4,2023
2023-10-26,PRD-00190,Assembly Unit Y Variant 10,Finished Goods,RECEIPT,472.0,Main Warehouse,3,10,4,2023
2023-10-26,PRD-00025,Aluminum Sheets Variant 10,Raw Materials,RECEIPT,224.0,Main Warehouse,3,10,4,2023
2023-10-26,PRD-00073,Rubber Compound Variant 13,Raw Materials,DELIVERY,-24.0,Main Warehouse,3,10,4,2023
2023-10-26,PRD-00026,Aluminum Sheets Variant 11,Raw Materials,DELIVERY,-15.0,Main Warehouse,3,10,4,2023
2023-10-26,PRD-00348,Control Unit Variant 8,Components,DELIVERY,-50.0,Main Warehouse,3,10,4,2023
2023-10-27,PRD-00372,Lubricant Oil Variant 12,Consumables,RECEIPT,169.0,Rack B,4,10,4,2023
2023-10-27,PRD-00214,Premium Widget Variant 14,Finished Goods,DELIVERY,-56.0,Rack A,4,10,4,2023
2023-10-27,PRD-00204,Premium Widget Variant 4,Finished Goods,DELIVERY,-30.0,Rack A,4,10,4,2023
2023-10-28,PRD-00161,Assembly Unit X,Finished Goods,DELIVERY,-30.0,Main Warehouse,5,10,4,2023
2023-10-28,PRD-00026,Aluminum Sheets Variant 11,Raw Materials,DELIVERY,-89.0,Main Warehouse,5,10,4,2023
2023-10-29,PRD-00236,Industrial Unit Variant 16,Finished Goods,DELIVERY,-51.0,Rack A,6,10,4,2023
2023-10-29,PRD-00264,Bolt M8 Variant 4,Components,DELIVERY,-48.0,Rack A,6,10,4,2023
2023-10-31,PRD-00300,Circuit Board Variant 20,Components,RECEIPT,199.0,Main Warehouse,1,10,4,2023
2023-10-31,PRD-00232,Industrial Unit Variant 12,Finished Goods,DELIVERY,-22.0,Rack A,1,10,4,2023
2023-11-01,PRD-00344,Control Unit Variant 4,Components,DELIVERY,-17.0,Rack A,2,11,4,2023
2023-11-01,PRD-00411,Cleaning Solution Variant 20,Consumables,DELIVERY,-18.438,Rack A,2,11,4,2023
2023-11-01,PRD-00257,Bearing Type 1 Variant 17,Components,DELIVERY,-15.54,Rack A,2,11,4,2023
2023-11-02,PRD-00036,Copper Wire Variant 6,Raw Materials,DELIVERY,-52.5,Main Warehouse,3,11,4,2023
2023-11-02,PRD-00042,Copper Wire Variant 12,Raw Materials,DELIVERY,-27.6,Main Warehouse,3,11,4,2023
2023-11-02,PRD-00109,Stainless Steel Variant 4,Raw Materials,DELIVERY,-91.0,Main Warehouse,3,11,4,2023
2023-11-05,PRD-00385,Lubricant Oil Variant 25,Consumables,DELIVERY,-35.0,Production Floor 1,6,11,4,2023
2023-11-05,PRD-00239,Industrial Unit Variant 19,Finished Goods,DELIVERY,-76.0,Production Floor 1,6,11,4,2023
2023-11-06,PRD-00224,Industrial Unit Variant 4,Finished Goods,RECEIPT,368.0,Rack B,0,11,4,2023
2023-11-06,PRD-00451,Packaging Tape Variant 29,Consumables,RECEIPT,228.0,Rack B,0,11,4,2023
2023-11-06,PRD-00285,Circuit Board Variant 5,Components,RECEIPT,339.0,Rack B,0,11,4,2023
2023-11-06,PRD-00184,Assembly Unit Y Variant 4,Finished Goods,RECEIPT,98.0,Rack B,0,11,4,2023
2023-11-07,PRD-00413,Cleaning Solution Variant 22,Consumables,DELIVERY,-92.0,Main Warehouse,1,11,4,2023
2023-11-08,PRD-00113,Stainless Steel Variant 8,Raw Materials,DELIVERY,-18.1099,Production Floor 1,2,11,4,2023
2023-11-08,PRD-00174,Assembly Unit X Variant 14,Finished Goods,DELIVERY,-39.0,Production Floor 1,2,11,4,2023
2023-11-10,PRD-00093,Carbon Fiber Variant 3,Raw Materials,RECEIPT,54.0,Main Warehouse,4,11,4,2023
2023-11-10,PRD-00191,Assembly Unit Y Variant 11,Finished Goods,RECEIPT,295.0,Main Warehouse,4,11,4,2023
2023-11-10,PRD-00199,Assembly Unit Y Variant 19,Finished Goods,RECEIPT,145.0,Main Warehouse,4,11,4,2023
2023-11-10,PRD-00015,Steel Rods Variant 15,Raw Materials,RECEIPT,445.0,Main Warehouse,4,11,4,2023
2023-11-10,PRD-00157,Widget Model B Variant 17,Finished Goods,RECEIPT,431.0,Main Warehouse,4,11,4,2023
2023-11-10,PRD-00285,Circuit Board Variant 5,Components,DELIVERY,-21.804,Main Warehouse,4,11,4,2023
2023-11-13,PRD-00192,Assembly Unit Y Variant 12,Finished Goods,DELIVERY,-41.79,Main Warehouse,0,11,4,2023
2023-11-13,PRD-00219,Premium Widget Variant 19,Finished Goods,DELIVERY,-30.0,Main Warehouse,0,11,4,2023
2023-11-15,PRD-00033,Copper Wire Variant 3,Raw Materials,DELIVERY,-23.0,Rack B,2,11,4,2023
2023-11-15,PRD-00339,Sensor Module Variant 19,Components,DELIVERY,-29.7,Rack B,2,11,4,2023
2023-11-15,PRD-00088,Titanium Alloy Variant 13,Raw Materials,TRANSFER,-65.8,Production Floor 1,2,11,4,2023
2023-11-15,PRD-00088,Titanium Alloy Variant 13,Raw Materials,TRANSFER,65.8,Rack B,2,11,4,2023
2023-11-18,PRD-00119,Stainless Steel Variant 14,Raw Materials,ADJUSTMENT,-5.0,Production Floor 1,5,11,4,2023
2023-11-19,PRD-00252,Bearing Type 1 Variant 12,Components,DELIVERY,-16.0,Rack A,6,11,4,2023
2023-11-19,PRD-00381,Lubricant Oil Variant 21,Consumables,DELIVERY,-28.0,Rack A,6,11,4,2023
2023-11-20,PRD-00047,Plastic Pellets Variant 2,Raw Materials,DELIVERY,-49.0,Rack A,0,11,4,2023
2023-11-20,PRD-00210,Premium Widget Variant 10,Finished Goods,DELIVERY,-24.0,Rack A,0,11,4,2023
2023-11-21,PRD-00299,Circuit Board Variant 19,Components,DELIVERY,-39.0,Main Warehouse,1,11,4,2023
2023-11-21,PRD-00470,Adhesive Variant 17,Consumables,DELIVERY,-82.5,Main Warehouse,1,11,4,2023
2023-11-21,PRD-00322,Sensor Module Variant 2,Components,DELIVERY,-43.0,Main Warehouse,1,11,4,2023
2023-11-23,PRD-00264,Bolt M8 Variant 4,Components,RECEIPT,106.0,Main Warehouse,3,11,4,2023
2023-11-23,PRD-00462,Adhesive Variant 9,Consumables,DELIVERY,-10.0,Rack A,3,11,4,2023
2023-11-23,PRD-00098,Carbon Fiber Variant 8,Raw Materials,DELIVERY,-24.0,Rack A,3,11,4,2023
2023-11-23,PRD-00119,Stainless Steel Variant 14,Raw Materials,DELIVERY,-41.0,Rack A,3,11,4,2023
2023-11-24,PRD-00161,Assembly Unit X,Finished Goods,ADJUSTMENT,-1.0,Rack B,4,11,4,2023
2023-11-26,PRD-00413,Cleaning Solution Variant 22,Consumables,DELIVERY,-68.0,Rack B,6,11,4,2023
2023-11-29,PRD-00353,Control Unit Variant 13,Components,DELIVERY,-33.0,Production Floor 1,2,11,4,2023
2023-11-29,PRD-00373,Lubricant Oil Variant 13,Consumables,DELIVERY,-72.9,Production Floor 1,2,11,4,2023
2023-11-29,PRD-00239,Industrial Unit Variant 19,Finished Goods,DELIVERY,-56.0,Production Floor 1,2,11,4,2023
2023-11-30,PRD-00309,Motor 12V Variant 9,Components,RECEIPT,491.0,Rack B,3,11,4,2023
2023-11-30,PRD-00377,Lubricant Oil Variant 17,Consumables,RECEIPT,66.0,Rack B,3,11,4,2023
2023-11-30,PRD-00149,Widget Model B Variant 9,Finished Goods,RECEIPT,69.0,Rack B,3,11,4,2023
2023-11-30,PRD-00045,Copper Wire Variant 15,Raw Materials,RECEIPT,214.0,Rack B,3,11,4,2023
2023-11-30,PRD-00032,Copper Wire Variant 2,Raw Materials,RECEIPT,178.0,Rack B,3,11,4,2023
2023-11-30,PRD-00432,Packaging Tape Variant 10,Consumables,DELIVERY,-36.51,Production Floor 1,3,11,4,2023
2023-11-30,PRD-00353,Control Unit Variant 13,Components,DELIVERY,-23.1,Production Floor 1,3,11,4,2023
2023-12-01,PRD-00280,Bolt M8 Variant 20,Components,DELIVERY,-45.0,Main Warehouse,4,12,4,2023
2023-12-01,PRD-00349,Control Unit Variant 9,Components,DELIVERY,-87.0,Main Warehouse,4,12,4,2023
2023-12-01,PRD-00107,Stainless Steel Variant 2,Raw Materials,DELIVERY,-39.0,Main Warehouse,4,12,4,2023
2023-12-02,PRD-00213,Premium Widget Variant 13,Finished Goods,DELIVERY,-43.0,Main Warehouse,5,12,4,2023
2023-12-03,PRD-00269,Bolt M8 Variant 9,Components,DELIVERY,-49.2,Production Floor 1,6,12,4,2023
2023-12-03,PRD-00053,Plastic Pellets Variant 8,Raw Materials,DELIVERY,-16.0839,Production Floor 1,6,12,4,2023
2023-12-03,PRD-00037,Copper Wire Variant 7,Raw Materials,DELIVERY,-40.0,Production Floor 1,6,12,4,2023
2023-12-04,PRD-00342,Control Unit Variant 2,Components,DELIVERY,-84.0,Rack B,0,12,4,2023
2023-12-04,PRD-00044,Copper Wire Variant 14,Raw Materials,DELIVERY,-16.0,Rack B,0,12,4,2023
2023-12-04,PRD-00285,Circuit Board Variant 5,Components,DELIVERY,-86.0,Rack B,0,12,4,2023
2023-12-04,PRD-00366,Lubricant Oil Variant 6,Consumables,TRANSFER,-68.0,Rack A,0,12,4,2023
2023-12-04,PRD-00366,Lubricant Oil Variant 6,Consumables,TRANSFER,68.0,Rack B,0,12,4,2023
2023-12-05,PRD-00001,Steel Rods,Raw Materials,RECEIPT,294.0,Production Floor 1,1,12,4,2023
2023-12-05,PRD-00102,Carbon Fiber Variant 12,Raw Materials,RECEIPT,203.0,Production Floor 1,1,12,4,2023
2023-12-05,PRD-00051,Plastic Pellets Variant 6,Raw Materials,DELIVERY,-73.0,Production Floor 1,1,12,4,2023
2023-12-05,PRD-00405,Cleaning Solution Variant 14,Consumables,DELIVERY,-24.36,Production Floor 1,1,12,4,2023
2023-12-05,PRD-00063,Rubber Compound Variant 3,Raw Materials,DELIVERY,-39.3,Production Floor 1,1,12,4,2023
2023-12-06,PRD-00214,Premium Widget Variant 14,Finished Goods,DELIVERY,-19.8,Rack B,2,12,4,2023
2023-12-06,PRD-00258,Bearing Type 1 Variant 18,Components,DELIVERY,-95.0,Rack B,2,12,4,2023
2023-12-07,PRD-00207,Premium Widget Variant 7,Finished Goods,RECEIPT,277.0,Main Warehouse,3,12,4,2023
2023-12-07,PRD-00448,Packaging Tape Variant 26,Consumables,RECEIPT,154.0,Main Warehouse,3,12,4,2023
2023-12-07,PRD-00447,Packaging Tape Variant 25,Consumables,RECEIPT,133.0,Main Warehouse,3,12,4,2023
2023-12-07,PRD-00470,Adhesive Variant 17,Consumables,RECEIPT,247.0,Main Warehouse,3,12,4,2023
2023-12-07,PRD-00122,Widget Model A Variant 2,Finished Goods,RECEIPT,252.0,Main Warehouse,3,12,4,2023
2023-12-10,PRD-00392,Cleaning Solution,Consumables,DELIVERY,-36.0,Main Warehouse,6,12,4,2023
2023-12-10,PRD-00206,Premium Widget Variant 6,Finished Goods,DELIVERY,-33.6,Main Warehouse,6,12,4,2023
2023-12-11,PRD-00065,Rubber Compound Variant 5,Raw Materials,DELIVERY,-28.0,Rack B,0,12,4,2023
2023-12-11,PRD-00107,Stainless Steel Variant 2,Raw Materials,DELIVERY,-26.0,Rack B,0,12,4,2023
2023-12-11,PRD-00206,Premium Widget Variant 6,Finished Goods,DELIVERY,-73.0,Rack B,0,12,4,2023
2023-12-12,PRD-00270,Bolt M8 Variant 10,Components,DELIVERY,-21.0,Rack A,1,12,4,2023
2023-12-13,PRD-00102,Carbon Fiber Variant 12,Raw Materials,DELIVERY,-17.0,Main Warehouse,2,12,4,2023
2023-12-13,PRD-00326,Sensor Module Variant 6,Components,DELIVERY,-25.0,Main Warehouse,2,12,4,2023
2023-12-14,PRD-00124,Widget Model A Variant 4,Finished Goods,DELIVERY,-19.0,Main Warehouse,3,12,4,2023
2023-12-15,PRD-00061,Rubber Compound,Raw Materials,TRANSFER,-21.0,Main Warehouse,4,12,4,2023
2023-12-15,PRD-00061,Rubber Compound,Raw Materials,TRANSFER,21.0,Rack A,4,12,4,2023
2023-12-17,PRD-00378,Lubricant Oil Variant 18,Consumables,DELIVERY,-39.0,Rack B,6,12,4,2023
2023-12-17,PRD-00080,Titanium Alloy Variant 5,Raw Materials,DELIVERY,-37.2,Rack B,6,12,4,2023
2023-12-17,PRD-00179,Assembly Unit X Variant 19,Finished Goods,DELIVERY,-74.0,Rack B,6,12,4,2023
2023-12-20,PRD-00068,Rubber Compound Variant 8,Raw Materials,DELIVERY,-19.11,Production Floor 1,2,12,4,2023
2023-12-20,PRD-00371,Lubricant Oil Variant 11,Consumables,DELIVERY,-64.8,Production Floor 1,2,12,4,2023
2023-12-21,PRD-00302,Motor 12V Variant 2,Components,DELIVERY,-34.8,Production Floor 1,3,12,4,2023
2023-12-22,PRD-00005,Steel Rods Variant 5,Raw Materials,TRANSFER,-19.0159,Rack B,4,12,4,2023
2023-12-22,PRD-00005,Steel Rods Variant 5,Raw Materials,TRANSFER,19.0159,Main Warehouse,4,12,4,2023
2023-12-24,PRD-00447,Packaging Tape Variant 25,Consumables,DELIVERY,-39.9,Main Warehouse,6,12,4,2023
2023-12-24,PRD-00199,Assembly Unit Y Variant 19,Finished Goods,DELIVERY,-43.5,Main Warehouse,6,12,4,2023
2023-12-24,PRD-00364,Lubricant Oil Variant 4,Consumables,DELIVERY,-69.0,Main Warehouse,6,12,4,2023
2023-12-26,PRD-00210,Premium Widget Variant 10,Finished Goods,RECEIPT,286.0,Rack B,1,12,4,2023
2023-12-26,PRD-00063,Rubber Compound Variant 3,Raw Materials,RECEIPT,117.0,Rack B,1,12,4,2023
2023-12-26,PRD-00337,Sensor Module Variant 17,Components,RECEIPT,470.0,Rack B,1,12,4,2023
2023-12-26,PRD-00061,Rubber Compound,Raw Materials,RECEIPT,141.0,Rack B,1,12,4,2023
2023-12-26,PRD-00098,Carbon Fiber Variant 8,Raw Materials,RECEIPT,235.0,Rack B,1,12,4,2023
2023-12-27,PRD-00080,Titanium Alloy Variant 5,Raw Materials,DELIVERY,-48.0,Production Floor 1,2,12,4,2023
2023-12-27,PRD-00383,Lubricant Oil Variant 23,Consumables,DELIVERY,-42.42,Production Floor 1,2,12,4,2023
2023-12-27,PRD-00025,Aluminum Sheets Variant 10,Raw Materials,DELIVERY,-86.0,Production Floor 1,2,12,4,2023
2023-12-29,PRD-00418,Cleaning Solution Variant 27,Consumables,RECEIPT,93.0,Production Floor 1,4,12,4,2023
2023-12-29,PRD-00389,Lubricant Oil Variant 29,Consumables,RECEIPT,96.0,Production Floor 1,4,12,4,2023
2023-12-29,PRD-00371,Lubricant Oil Variant 11,Consumables,RECEIPT,383.0,Production Floor 1,4,12,4,2023
2023-12-29,PRD-00315,Motor 12V Variant 15,Components,RECEIPT,427.0,Production Floor 1,4,12,4,2023
2023-12-30,PRD-00267,Bolt M8 Variant 7,Components,DELIVERY,-16.0,Rack B,5,12,4,2023
2023-12-30,PRD-00058,Plastic Pellets Variant 13,Raw Materials,DELIVERY,-99.0,Rack B,5,12,4,2023
2023-12-30,PRD-00121,Widget Model A,Finished Goods,DELIVERY,-40.62,Rack B,5,12,4,2023
2023-12-31,PRD-00322,Sensor Module Variant 2,Components,DELIVERY,-73.0,Rack A,6,12,4,2023
2023-12-31,PRD-00076,Titanium Alloy,Raw Materials,DELIVERY,-47.7,Rack A,6,12,4,2023
2023-12-31,PRD-00330,Sensor Module Variant 10,Components,DELIVERY,-79.0,Rack A,6,12,4,2023
2024-01-01,PRD-00003,Steel Rods Variant 3,Raw Materials,DELIVERY,-25.0,Main Warehouse,0,1,1,2024
2024-01-02,PRD-00132,Widget Model A Variant 12,Finished Goods,DELIVERY,-53.7,Production Floor 1,1,1,1,2024
2024-01-02,PRD-00097,Carbon Fiber Variant 7,Raw Materials,DELIVERY,-29.841,Production Floor 1,1,1,1,2024
2024-01-03,PRD-00232,Industrial Unit Variant 12,Finished Goods,DELIVERY,-88.0,Rack A,2,1,1,2024
2024-01-04,PRD-00218,Premium Widget Variant 18,Finished Goods,TRANSFER,-87.0,Production Floor 1,3,1,1,2024
2024-01-04,PRD-00218,Premium Widget Variant 18,Finished Goods,TRANSFER,87.0,Rack A,3,1,1,2024
2024-01-07,PRD-00058,Plastic Pellets Variant 13,Raw Materials,DELIVERY,-37.77,Production Floor 1,6,1,1,2024
2024-01-07,PRD-00483,Adhesive Variant 30,Consumables,DELIVERY,-33.3,Production Floor 1,6,1,1,2024
2024-01-09,PRD-00309,Motor 12V Variant 9,Components,DELIVERY,-55.0,Main Warehouse,1,1,1,2024
2024-01-11,PRD-00042,Copper Wire Variant 12,Raw Materials,DELIVERY,-19.32,Main Warehouse,3,1,1,2024
2024-01-11,PRD-00300,Circuit Board Variant 20,Components,DELIVERY,-71.0,Main Warehouse,3,1,1,2024
2024-01-12,PRD-00031,Copper Wire,Raw Materials,RECEIPT,403.0,Production Floor 1,4,1,1,2024
2024-01-12,PRD-00287,Circuit Board Variant 7,Components,DELIVERY,-62.0,Main Warehouse,4,1,1,2024
2024-01-12,PRD-00296,Circuit Board Variant 16,Components,DELIVERY,-39.0,Main Warehouse,4,1,1,2024
2024-01-17,PRD-00318,Motor 12V Variant 18,Components,DELIVERY,-56.28,Production Floor 1,2,1,1,2024
2024-01-17,PRD-00055,Plastic Pellets Variant 10,Raw Materials,DELIVERY,-34.86,Production Floor 1,2,1,1,2024
2024-01-17,PRD-00471,Adhesive Variant 18,Consumables,DELIVERY,-73.0,Production Floor 1,2,1,1,2024
2024-01-19,PRD-00356,Control Unit Variant 16,Components,DELIVERY,-55.0,Rack A,4,1,1,2024
2024-01-20,PRD-00338,Sensor Module Variant 18,Components,DELIVERY,-25.0,Production Floor 1,5,1,1,2024
2024-01-20,PRD-00356,Control Unit Variant 16,Components,DELIVERY,-27.0,Production Floor 1,5,1,1,2024
2024-01-20,PRD-00253,Bearing Type 1 Variant 13,Components,DELIVERY,-34.0,Production Floor 1,5,1,1,2024
2024-01-21,PRD-00061,Rubber Compound,Raw Materials,DELIVERY,-58.596,Rack B,6,1,1,2024
2024-01-21,PRD-00440,Packaging Tape Variant 18,Consumables,DELIVERY,-57.0,Rack B,6,1,1,2024
2024-01-22,PRD-00416,Cleaning Solution Variant 25,Consumables,TRANSFER,-16.1914,Main Warehouse,0,1,1,2024
2024-01-22,PRD-00416,Cleaning Solution Variant 25,Consumables,TRANSFER,16.1914,Rack B,0,1,1,2024
2024-01-24,PRD-00230,Industrial Unit Variant 10,Finished Goods,RECEIPT,333.0,Rack B,2,1,1,2024
2024-01-24,PRD-00088,Titanium Alloy Variant 13,Raw Materials,RECEIPT,230.0,Rack B,2,1,1,2024
2024-01-24,PRD-00006,Steel Rods Variant 6,Raw Materials,RECEIPT,425.0,Rack B,2,1,1,2024
2024-01-24,PRD-00038,Copper Wire Variant 8,Raw Materials,RECEIPT,117.0,Rack B,2,1,1,2024
2024-01-26,PRD-00221,Industrial Unit,Finished Goods,DELIVERY,-11.0,Production Floor 1,4,1,1,2024
2024-01-27,PRD-00049,Plastic Pellets Variant 4,Raw Materials,DELIVERY,-23.22,Production Floor 1,5,1,1,2024
2024-01-28,PRD-00322,Sensor Module Variant 2,Components,DELIVERY,-98.0,Rack A,6,1,1,2024
2024-01-28,PRD-00296,Circuit Board Variant 16,Components,DELIVERY,-45.0,Rack A,6,1,1,2024
2024-01-29,PRD-00255,Bearing Type 1 Variant 15,Components,DELIVERY,-67.8,Rack B,0,1,1,2024
2024-01-29,PRD-00179,Assembly Unit X Variant 19,Finished Goods,DELIVERY,-82.0,Rack B,0,1,1,2024
2024-01-31,PRD-00008,Steel Rods Variant 8,Raw Materials,DELIVERY,-22.302,Production Floor 1,2,1,1,2024
2024-01-31,PRD-00370,Lubricant Oil Variant 10,Consumables,DELIVERY,-23.0,Production Floor 1,2,1,1,2024
2024-01-31,PRD-00414,Cleaning Solution Variant 23,Consumables,DELIVERY,-76.5,Production Floor 1,2,1,1,2024
2024-02-03,PRD-00346,Control Unit Variant 6,Components,DELIVERY,-46.41,Rack B,5,2,1,2024
2024-02-03,PRD-00020,Aluminum Sheets Variant 5,Raw Materials,DELIVERY,-19.11,Rack B,5,2,1,2024
2024-02-04,PRD-00227,Industrial Unit Variant 7,Finished Goods,DELIVERY,-34.0,Rack B,6,2,1,2024
2024-02-04,PRD-00482,Adhesive Variant 29,Consumables,DELIVERY,-23.0,Rack B,6,2,1,2024
2024-02-04,PRD-00260,Bearing Type 1 Variant 20,Components,DELIVERY,-44.7,Rack B,6,2,1,2024
2024-02-06,PRD-00449,Packaging Tape Variant 27,Consumables,RECEIPT,84.0,Production Floor 1,1,2,1,2024
2024-02-06,PRD-00275,Bolt M8 Variant 15,Components,RECEIPT,475.0,Production Floor 1,1,2,1,2024
2024-02-06,PRD-00129,Widget Model A Variant 9,Finished Goods,RECEIPT,390.0,Production Floor 1,1,2,1,2024
2024-02-06,PRD-00115,Stainless Steel Variant 10,Raw Materials,RECEIPT,137.0,Production Floor 1,1,2,1,2024
2024-02-06,PRD-00195,Assembly Unit Y Variant 15,Finished Goods,DELIVERY,-92.0,Production Floor 1,1,2,1,2024
2024-02-06,PRD-00373,Lubricant Oil Variant 13,Consumables,DELIVERY,-40.0,Production Floor 1,1,2,1,2024
2024-02-06,PRD-00101,Carbon Fiber Variant 11,Raw Materials,TRANSFER,-41.0,Rack B,1,2,1,2024
2024-02-06,PRD-00101,Carbon Fiber Variant 11,Raw Materials,TRANSFER,41.0,Main Warehouse,1,2,1,2024
2024-02-08,PRD-00051,Plastic Pellets Variant 6,Raw Materials,DELIVERY,-55.0,Production Floor 1,3,2,1,2024
2024-02-08,PRD-00259,Bearing Type 1 Variant 19,Components,DELIVERY,-45.0,Production Floor 1,3,2,1,2024
2024-02-08,PRD-00438,Packaging Tape Variant 16,Consumables,DELIVERY,-15.714,Production Floor 1,3,2,1,2024
2024-02-10,PRD-00391,Lubricant Oil Variant 31,Consumables,DELIVERY,-56.547,Production Floor 1,5,2,1,2024
2024-02-12,PRD-00411,Cleaning Solution Variant 20,Consumables,ADJUSTMENT,-1.0,Rack A,0,2,1,2024
2024-02-13,PRD-00288,Circuit Board Variant 8,Components,DELIVERY,-65.0,Rack B,1,2,1,2024
2024-02-13,PRD-00426,Packaging Tape Variant 4,Consumables,DELIVERY,-75.9,Rack B,1,2,1,2024
2024-02-13,PRD-00433,Packaging Tape Variant 11,Consumables,DELIVERY,-99.0,Rack B,1,2,1,2024
2024-02-14,PRD-00432,Packaging Tape Variant 10,Consumables,DELIVERY,-25.557,Production Floor 1,2,2,1,2024
2024-02-15,PRD-00149,Widget Model B Variant 9,Finished Goods,DELIVERY,-62.0,Main Warehouse,3,2,1,2024
2024-02-15,PRD-00107,Stainless Steel Variant 2,Raw Materials,DELIVERY,-27.3,Main Warehouse,3,2,1,2024
2024-02-15,PRD-00249,Bearing Type 1 Variant 9,Components,DELIVERY,-86.0,Main Warehouse,3,2,1,2024
2024-02-17,PRD-00214,Premium Widget Variant 14,Finished Goods,DELIVERY,-56.7,Rack A,5,2,1,2024
2024-02-22,PRD-00448,Packaging Tape Variant 26,Consumables,RECEIPT,97.0,Main Warehouse,3,2,1,2024
2024-02-22,PRD-00429,Packaging Tape Variant 7,Consumables,RECEIPT,152.0,Main Warehouse,3,2,1,2024
2024-02-23,PRD-00127,Widget Model A Variant 7,Finished Goods,RECEIPT,59.0,Rack A,4,2,1,2024
2024-02-23,PRD-00398,Cleaning Solution Variant 7,Consumables,RECEIPT,245.0,Rack A,4,2,1,2024
2024-02-23,PRD-00289,Circuit Board Variant 9,Components,RECEIPT,136.0,Rack A,4,2,1,2024
2024-02-23,PRD-00224,Industrial Unit Variant 4,Finished Goods,RECEIPT,443.0,Rack A,4,2,1,2024
2024-02-23,PRD-00301,Motor 12V,Components,RECEIPT,84.0,Rack A,4,2,1,2024
2024-02-24,PRD-00462,Adhesive Variant 9,Consumables,DELIVERY,-34.0,Rack A,5,2,1,2024
